,CommentCount,DownVotes,Outlier,Reputation,Score,UpVotes,ViewCount,postId,userId
43,0,1920,UpVotes,1,0,5007,0,28269,-1
44,0,1920,UpVotes,1,0,5007,0,28275,-1
45,0,1920,UpVotes,1,0,5007,0,28277,-1
46,0,1920,UpVotes,1,0,5007,0,28279,-1
47,0,1920,UpVotes,1,0,5007,0,28281,-1
48,0,1920,UpVotes,1,0,5007,0,28296,-1
49,0,1920,UpVotes,1,0,5007,0,28304,-1
50,0,1920,UpVotes,1,0,5007,0,28324,-1
51,0,1920,UpVotes,1,0,5007,0,28331,-1
52,0,1920,UpVotes,1,0,5007,0,28333,-1
53,0,1920,UpVotes,1,0,5007,0,28335,-1
54,0,1920,UpVotes,1,0,5007,0,28410,-1
55,0,1920,UpVotes,1,0,5007,0,28452,-1
56,0,1920,UpVotes,1,0,5007,0,28534,-1
57,0,1920,UpVotes,1,0,5007,0,28791,-1
58,0,1920,UpVotes,1,0,5007,0,28899,-1
59,0,1920,UpVotes,1,0,5007,0,28926,-1
60,0,1920,UpVotes,1,0,5007,0,29930,-1
61,0,1920,UpVotes,1,0,5007,0,30453,-1
62,0,1920,UpVotes,1,0,5007,0,31753,-1
63,0,1920,UpVotes,1,0,5007,0,31778,-1
64,0,1920,UpVotes,1,0,5007,0,31826,-1
65,0,1920,UpVotes,1,0,5007,0,31827,-1
66,0,1920,UpVotes,1,0,5007,0,31982,-1
67,0,1920,UpVotes,1,0,5007,0,31986,-1
68,0,1920,UpVotes,1,0,5007,0,32513,-1
69,0,1920,UpVotes,1,0,5007,0,32710,-1
70,0,1920,UpVotes,1,0,5007,0,32803,-1
71,0,1920,UpVotes,1,0,5007,0,33252,-1
72,0,1920,UpVotes,1,0,5007,0,33597,-1
73,0,1920,UpVotes,1,0,5007,0,33728,-1
74,0,1920,UpVotes,1,0,5007,0,34887,-1
75,0,1920,UpVotes,1,0,5007,0,35243,-1
76,0,1920,UpVotes,1,0,5007,0,35250,-1
77,0,1920,UpVotes,1,0,5007,0,35772,-1
78,0,1920,UpVotes,1,0,5007,0,36189,-1
79,0,1920,UpVotes,1,0,5007,0,37548,-1
80,0,1920,UpVotes,1,0,5007,0,38341,-1
81,0,1920,UpVotes,1,0,5007,0,38472,-1
82,0,1920,UpVotes,1,0,5007,0,38516,-1
83,0,1920,UpVotes,1,0,5007,0,38518,-1
84,0,1920,UpVotes,1,0,5007,0,38822,-1
85,0,1920,UpVotes,1,0,5007,0,38850,-1
86,0,1920,UpVotes,1,0,5007,0,38859,-1
87,0,1920,UpVotes,1,0,5007,0,40430,-1
88,0,1920,UpVotes,1,0,5007,0,40432,-1
89,0,1920,UpVotes,1,0,5007,0,40437,-1
90,0,1920,UpVotes,1,0,5007,0,40439,-1
91,0,1920,UpVotes,1,0,5007,0,40520,-1
92,0,1920,UpVotes,1,0,5007,0,40522,-1
93,0,1920,UpVotes,1,0,5007,0,40689,-1
94,0,1920,UpVotes,1,0,5007,0,40835,-1
95,0,1920,UpVotes,1,0,5007,0,40842,-1
96,0,1920,UpVotes,1,0,5007,0,40900,-1
97,0,1920,UpVotes,1,0,5007,0,40901,-1
98,0,1920,UpVotes,1,0,5007,0,40914,-1
99,0,1920,UpVotes,1,0,5007,0,40943,-1
100,0,1920,UpVotes,1,0,5007,0,41298,-1
101,0,1920,UpVotes,1,0,5007,0,41310,-1
102,0,1920,UpVotes,1,0,5007,0,41311,-1
103,0,1920,UpVotes,1,0,5007,0,41458,-1
104,0,1920,UpVotes,1,0,5007,0,43067,-1
105,0,1920,UpVotes,1,0,5007,0,43800,-1
106,0,1920,UpVotes,1,0,5007,0,44691,-1
107,0,1920,UpVotes,1,0,5007,0,44692,-1
108,0,1920,UpVotes,1,0,5007,0,44693,-1
109,0,1920,UpVotes,1,0,5007,0,44694,-1
110,0,1920,UpVotes,1,0,5007,0,44695,-1
111,0,1920,UpVotes,1,0,5007,0,44809,-1
112,0,1920,UpVotes,1,0,5007,0,45195,-1
113,0,1920,UpVotes,1,0,5007,0,45494,-1
114,0,1920,UpVotes,1,0,5007,0,45727,-1
115,0,1920,UpVotes,1,0,5007,0,45901,-1
116,0,1920,UpVotes,1,0,5007,0,45902,-1
117,0,1920,UpVotes,1,0,5007,0,46132,-1
118,0,1920,UpVotes,1,0,5007,0,46731,-1
119,0,1920,UpVotes,1,0,5007,0,46786,-1
120,0,1920,UpVotes,1,0,5007,0,47547,-1
121,0,1920,UpVotes,1,0,5007,0,47833,-1
122,0,1920,UpVotes,1,0,5007,0,47850,-1
123,0,1920,UpVotes,1,0,5007,0,49878,-1
124,0,1920,UpVotes,1,0,5007,0,50412,-1
125,0,1920,UpVotes,1,0,5007,0,50527,-1
126,0,1920,UpVotes,1,0,5007,0,50710,-1
127,0,1920,UpVotes,1,0,5007,0,50756,-1
128,0,1920,UpVotes,1,0,5007,0,50759,-1
129,0,1920,UpVotes,1,0,5007,0,51601,-1
130,0,1920,UpVotes,1,0,5007,0,51911,-1
131,0,1920,UpVotes,1,0,5007,0,52546,-1
132,0,1920,UpVotes,1,0,5007,0,52548,-1
133,0,1920,UpVotes,1,0,5007,0,54601,-1
134,0,1920,UpVotes,1,0,5007,0,55696,-1
135,0,1920,UpVotes,1,0,5007,0,56101,-1
136,0,1920,UpVotes,1,0,5007,0,61093,-1
137,0,1920,UpVotes,1,0,5007,0,62077,-1
138,0,1920,UpVotes,1,0,5007,0,64390,-1
139,0,1920,UpVotes,1,0,5007,0,65020,-1
140,0,1920,UpVotes,1,0,5007,0,65070,-1
141,0,1920,UpVotes,1,0,5007,0,65144,-1
142,0,1920,UpVotes,1,0,5007,0,65146,-1
143,0,1920,UpVotes,1,0,5007,0,65154,-1
144,0,1920,UpVotes,1,0,5007,0,65155,-1
145,0,1920,UpVotes,1,0,5007,0,65166,-1
146,0,1920,UpVotes,1,0,5007,0,65171,-1
147,0,1920,UpVotes,1,0,5007,0,65172,-1
148,0,1920,UpVotes,1,0,5007,0,65208,-1
149,0,1920,UpVotes,1,0,5007,0,65293,-1
150,0,1920,UpVotes,1,0,5007,0,65302,-1
151,0,1920,UpVotes,1,0,5007,0,65304,-1
152,0,1920,UpVotes,1,0,5007,0,65308,-1
153,0,1920,UpVotes,1,0,5007,0,65317,-1
154,0,1920,UpVotes,1,0,5007,0,65322,-1
155,0,1920,UpVotes,1,0,5007,0,65330,-1
156,0,1920,UpVotes,1,0,5007,0,65333,-1
157,0,1920,UpVotes,1,0,5007,0,65336,-1
158,0,1920,UpVotes,1,0,5007,0,65338,-1
159,0,1920,UpVotes,1,0,5007,0,65339,-1
160,0,1920,UpVotes,1,0,5007,0,65351,-1
161,0,1920,UpVotes,1,0,5007,0,65534,-1
162,0,1920,UpVotes,1,0,5007,0,65570,-1
163,0,1920,UpVotes,1,0,5007,0,66521,-1
164,0,1920,UpVotes,1,0,5007,0,67808,-1
165,0,1920,UpVotes,1,0,5007,0,67810,-1
166,0,1920,UpVotes,1,0,5007,0,67812,-1
167,0,1920,UpVotes,1,0,5007,0,67814,-1
168,0,1920,UpVotes,1,0,5007,0,67818,-1
169,0,1920,UpVotes,1,0,5007,0,67821,-1
170,0,1920,UpVotes,1,0,5007,0,68575,-1
171,0,1920,UpVotes,1,0,5007,0,68576,-1
172,0,1920,UpVotes,1,0,5007,0,68613,-1
173,0,1920,UpVotes,1,0,5007,0,68615,-1
174,0,1920,UpVotes,1,0,5007,0,68620,-1
175,0,1920,UpVotes,1,0,5007,0,68626,-1
176,0,1920,UpVotes,1,0,5007,0,68978,-1
177,0,1920,UpVotes,1,0,5007,0,68980,-1
178,0,1920,UpVotes,1,0,5007,0,69043,-1
179,0,1920,UpVotes,1,0,5007,0,69078,-1
180,0,1920,UpVotes,1,0,5007,0,69198,-1
181,0,1920,UpVotes,1,0,5007,0,69679,-1
182,0,1920,UpVotes,1,0,5007,0,70264,-1
183,0,1920,UpVotes,1,0,5007,0,70907,-1
184,0,1920,UpVotes,1,0,5007,0,72537,-1
185,0,1920,UpVotes,1,0,5007,0,73481,-1
186,0,1920,UpVotes,1,0,5007,0,73838,-1
187,0,1920,UpVotes,1,0,5007,0,74030,-1
188,0,1920,UpVotes,1,0,5007,0,79743,-1
189,0,1920,UpVotes,1,0,5007,0,80660,-1
190,0,1920,UpVotes,1,0,5007,0,80668,-1
191,0,1920,UpVotes,1,0,5007,0,80670,-1
192,0,1920,UpVotes,1,0,5007,0,80763,-1
193,0,1920,UpVotes,1,0,5007,0,81195,-1
194,0,1920,UpVotes,1,0,5007,0,83316,-1
195,0,1920,UpVotes,1,0,5007,0,87155,-1
196,0,1920,UpVotes,1,0,5007,0,90672,-1
197,0,1920,UpVotes,1,0,5007,0,90673,-1
198,0,1920,UpVotes,1,0,5007,0,94286,-1
199,0,1920,UpVotes,1,0,5007,0,97864,-1
200,0,1920,UpVotes,1,0,5007,0,99044,-1
201,0,1920,UpVotes,1,0,5007,0,99290,-1
202,0,1920,UpVotes,1,0,5007,0,100216,-1
203,0,1920,UpVotes,1,0,5007,0,102937,-1
204,0,1920,UpVotes,1,0,5007,0,103049,-1
205,0,1920,UpVotes,1,0,5007,0,104825,-1
206,0,1920,UpVotes,1,0,5007,0,107658,-1
207,0,1920,UpVotes,1,0,5007,0,109441,-1
208,0,1920,UpVotes,1,0,5007,0,112068,-1
209,0,1920,UpVotes,1,0,5007,0,112070,-1
210,0,1920,UpVotes,1,0,5007,0,112517,-1
968,0,1,UpVotes,1936,15,2317,2519,173,71
969,2,1,UpVotes,1936,15,2317,0,319,71
970,3,1,UpVotes,1936,2,2317,0,461,71
971,2,1,UpVotes,1936,7,2317,0,1326,71
972,2,1,UpVotes,1936,8,2317,219,1378,71
973,3,1,UpVotes,1936,5,2317,0,1754,71
974,2,1,UpVotes,1936,71,2317,24738,2272,71
975,0,1,UpVotes,1936,3,2317,0,2672,71
976,5,1,UpVotes,1936,5,2317,0,2963,71
977,0,1,UpVotes,1936,16,2317,0,3028,71
978,6,1,UpVotes,1936,1,2317,0,3058,71
979,4,1,UpVotes,1936,9,2317,345,3064,71
980,2,1,UpVotes,1936,1,2317,0,3492,71
981,0,1,UpVotes,1936,5,2317,357,3855,71
982,3,1,UpVotes,1936,9,2317,7407,4394,71
983,3,1,UpVotes,1936,2,2317,0,4404,71
984,1,1,UpVotes,1936,1,2317,0,4461,71
985,2,1,UpVotes,1936,4,2317,0,5493,71
986,4,1,UpVotes,1936,5,2317,0,6052,71
987,5,1,UpVotes,1936,10,2317,0,6173,71
988,0,1,UpVotes,1936,5,2317,0,7855,71
989,0,1,UpVotes,1936,3,2317,0,7885,71
990,7,1,UpVotes,1936,14,2317,0,8050,71
991,0,1,UpVotes,1936,2,2317,284,9596,71
992,3,1,UpVotes,1936,1,2317,0,10050,71
993,0,1,UpVotes,1936,2,2317,0,10582,71
994,9,1,UpVotes,1936,6,2317,0,10721,71
995,6,1,UpVotes,1936,2,2317,0,11240,71
996,2,1,UpVotes,1936,1,2317,0,15547,71
997,1,1,UpVotes,1936,7,2317,0,15679,71
998,0,1,UpVotes,1936,3,2317,0,15763,71
999,0,1,UpVotes,1936,4,2317,0,17849,71
1000,5,1,UpVotes,1936,1,2317,0,19237,71
1001,2,1,UpVotes,1936,6,2317,0,22112,71
1002,1,1,UpVotes,1936,3,2317,0,22941,71
1003,1,1,UpVotes,1936,3,2317,0,25021,71
1004,2,1,UpVotes,1936,12,2317,0,25509,71
1005,0,1,UpVotes,1936,1,2317,0,26836,71
1006,8,1,UpVotes,1936,4,2317,0,27481,71
1007,2,1,UpVotes,1936,4,2317,0,27490,71
1155,0,126,UpVotes,14082,25,4235,0,74,88
1156,0,126,UpVotes,14082,5,4235,0,94,88
1157,1,126,UpVotes,14082,7,4235,0,99,88
1158,3,126,UpVotes,14082,6,4235,0,119,88
1159,0,126,UpVotes,14082,7,4235,0,140,88
1160,2,126,UpVotes,14082,5,4235,0,143,88
1161,1,126,UpVotes,14082,8,4235,0,255,88
1162,0,126,UpVotes,14082,14,4235,0,265,88
1163,0,126,UpVotes,14082,5,4235,0,275,88
1164,1,126,UpVotes,14082,2,4235,0,309,88
1165,4,126,UpVotes,14082,1,4235,0,337,88
1166,0,126,UpVotes,14082,2,4235,435,341,88
1167,0,126,UpVotes,14082,3,4235,0,343,88
1168,2,126,UpVotes,14082,3,4235,0,344,88
1169,4,126,UpVotes,14082,6,4235,0,358,88
1170,2,126,UpVotes,14082,4,4235,0,360,88
1171,0,126,UpVotes,14082,3,4235,0,380,88
1172,3,126,UpVotes,14082,109,4235,0,424,88
1173,1,126,UpVotes,14082,84,4235,0,435,88
1174,3,126,UpVotes,14082,6,4235,0,450,88
1175,0,126,UpVotes,14082,8,4235,0,462,88
1176,4,126,UpVotes,14082,3,4235,0,464,88
1177,2,126,UpVotes,14082,14,4235,0,483,88
1178,2,126,UpVotes,14082,6,4235,0,494,88
1179,7,126,UpVotes,14082,3,4235,0,501,88
1180,0,126,UpVotes,14082,5,4235,0,505,88
1181,1,126,UpVotes,14082,3,4235,0,518,88
1182,0,126,UpVotes,14082,7,4235,466,526,88
1183,0,126,UpVotes,14082,8,4235,0,547,88
1184,0,126,UpVotes,14082,5,4235,0,559,88
1185,1,126,UpVotes,14082,2,4235,0,565,88
1186,2,126,UpVotes,14082,0,4235,0,574,88
1187,11,126,UpVotes,14082,6,4235,0,579,88
1188,2,126,UpVotes,14082,3,4235,247,602,88
1189,1,126,UpVotes,14082,1,4235,0,605,88
1190,3,126,UpVotes,14082,2,4235,0,615,88
1191,0,126,UpVotes,14082,3,4235,0,621,88
1192,0,126,UpVotes,14082,22,4235,4341,631,88
1193,4,126,UpVotes,14082,1,4235,0,636,88
1194,0,126,UpVotes,14082,5,4235,0,654,88
1195,13,126,UpVotes,14082,14,4235,0,658,88
1196,2,126,UpVotes,14082,6,4235,0,667,88
1197,4,126,UpVotes,14082,3,4235,0,733,88
1198,3,126,UpVotes,14082,2,4235,0,734,88
1199,2,126,UpVotes,14082,3,4235,0,759,88
1200,0,126,UpVotes,14082,0,4235,0,771,88
1201,0,126,UpVotes,14082,4,4235,0,792,88
1202,2,126,UpVotes,14082,5,4235,0,842,88
1203,1,126,UpVotes,14082,0,4235,0,850,88
1204,3,126,UpVotes,14082,6,4235,0,908,88
1205,6,126,UpVotes,14082,3,4235,0,910,88
1206,0,126,UpVotes,14082,3,4235,0,914,88
1207,2,126,UpVotes,14082,1,4235,0,930,88
1208,0,126,UpVotes,14082,2,4235,0,960,88
1209,6,126,UpVotes,14082,10,4235,0,1004,88
1210,0,126,UpVotes,14082,2,4235,0,1018,88
1211,3,126,UpVotes,14082,2,4235,0,1019,88
1212,0,126,UpVotes,14082,2,4235,0,1020,88
1213,0,126,UpVotes,14082,2,4235,0,1021,88
1214,0,126,UpVotes,14082,4,4235,0,1106,88
1215,5,126,UpVotes,14082,2,4235,0,1183,88
1216,7,126,UpVotes,14082,3,4235,0,1263,88
1217,3,126,UpVotes,14082,0,4235,0,1290,88
1218,3,126,UpVotes,14082,1,4235,0,1294,88
1219,2,126,UpVotes,14082,6,4235,0,1322,88
1220,0,126,UpVotes,14082,2,4235,0,1362,88
1221,1,126,UpVotes,14082,2,4235,0,1372,88
1222,0,126,UpVotes,14082,1,4235,0,1373,88
1223,3,126,UpVotes,14082,7,4235,0,1374,88
1224,1,126,UpVotes,14082,2,4235,0,1702,88
1225,0,126,UpVotes,14082,0,4235,0,1712,88
1226,0,126,UpVotes,14082,8,4235,0,1765,88
1227,4,126,UpVotes,14082,3,4235,0,1791,88
1228,0,126,UpVotes,14082,2,4235,0,1798,88
1229,3,126,UpVotes,14082,4,4235,0,1840,88
1230,5,126,UpVotes,14082,2,4235,0,1858,88
1231,1,126,UpVotes,14082,2,4235,0,1890,88
1232,4,126,UpVotes,14082,3,4235,0,1946,88
1233,0,126,UpVotes,14082,2,4235,0,1950,88
1234,2,126,UpVotes,14082,3,4235,0,1984,88
1235,3,126,UpVotes,14082,3,4235,0,2097,88
1236,3,126,UpVotes,14082,2,4235,0,2157,88
1237,0,126,UpVotes,14082,17,4235,2486,2179,88
1238,1,126,UpVotes,14082,5,4235,0,2206,88
1239,0,126,UpVotes,14082,1,4235,0,2225,88
1240,0,126,UpVotes,14082,6,4235,0,2246,88
1241,0,126,UpVotes,14082,0,4235,0,2254,88
1242,1,126,UpVotes,14082,2,4235,0,2340,88
1243,4,126,UpVotes,14082,5,4235,0,2355,88
1244,0,126,UpVotes,14082,8,4235,0,2359,88
1245,7,126,UpVotes,14082,10,4235,0,2362,88
1246,0,126,UpVotes,14082,0,4235,0,2416,88
1247,0,126,UpVotes,14082,0,4235,0,2417,88
1248,0,126,UpVotes,14082,5,4235,0,2435,88
1249,0,126,UpVotes,14082,1,4235,0,2436,88
1250,0,126,UpVotes,14082,10,4235,2740,2455,88
1251,0,126,UpVotes,14082,2,4235,0,2694,88
1252,5,126,UpVotes,14082,1,4235,0,2712,88
1253,0,126,UpVotes,14082,24,4235,0,2718,88
1254,5,126,UpVotes,14082,2,4235,0,2729,88
1255,1,126,UpVotes,14082,2,4235,0,2735,88
1256,2,126,UpVotes,14082,6,4235,0,2741,88
1257,0,126,UpVotes,14082,3,4235,0,2798,88
1258,0,126,UpVotes,14082,5,4235,0,3011,88
1259,0,126,UpVotes,14082,0,4235,0,3012,88
1260,0,126,UpVotes,14082,0,4235,0,3013,88
1261,0,126,UpVotes,14082,0,4235,0,3014,88
1262,0,126,UpVotes,14082,0,4235,0,3015,88
1263,0,126,UpVotes,14082,0,4235,0,3016,88
1264,0,126,UpVotes,14082,0,4235,0,3017,88
1265,0,126,UpVotes,14082,0,4235,0,3018,88
1266,0,126,UpVotes,14082,0,4235,0,3019,88
1267,0,126,UpVotes,14082,3,4235,0,3050,88
1268,1,126,UpVotes,14082,3,4235,0,3073,88
1269,1,126,UpVotes,14082,5,4235,0,3074,88
1270,1,126,UpVotes,14082,8,4235,0,3076,88
1271,0,126,UpVotes,14082,7,4235,0,3237,88
1272,1,126,UpVotes,14082,3,4235,0,3284,88
1273,2,126,UpVotes,14082,1,4235,0,3382,88
1274,0,126,UpVotes,14082,2,4235,0,3437,88
1275,0,126,UpVotes,14082,3,4235,0,3452,88
1276,3,126,UpVotes,14082,10,4235,0,3515,88
1277,1,126,UpVotes,14082,4,4235,0,3674,88
1278,5,126,UpVotes,14082,1,4235,0,3740,88
1279,1,126,UpVotes,14082,6,4235,0,3800,88
1280,2,126,UpVotes,14082,3,4235,0,3801,88
1281,3,126,UpVotes,14082,18,4235,0,3940,88
1282,4,126,UpVotes,14082,3,4235,0,3941,88
1283,1,126,UpVotes,14082,11,4235,0,3949,88
1284,3,126,UpVotes,14082,64,4235,0,3954,88
1285,0,126,UpVotes,14082,5,4235,0,3956,88
1286,2,126,UpVotes,14082,2,4235,0,4006,88
1287,7,126,UpVotes,14082,4,4235,0,4020,88
1288,2,126,UpVotes,14082,1,4235,0,4026,88
1289,4,126,UpVotes,14082,10,4235,0,4064,88
1290,0,126,UpVotes,14082,15,4235,1230,4211,88
1291,6,126,UpVotes,14082,3,4235,0,4438,88
1292,0,126,UpVotes,14082,5,4235,0,4481,88
1293,2,126,UpVotes,14082,4,4235,0,4562,88
1294,4,126,UpVotes,14082,3,4235,0,4587,88
1295,0,126,UpVotes,14082,5,4235,0,4714,88
1296,8,126,UpVotes,14082,2,4235,0,4819,88
1297,7,126,UpVotes,14082,4,4235,0,4845,88
1298,0,126,UpVotes,14082,2,4235,0,4847,88
1299,0,126,UpVotes,14082,1,4235,0,4874,88
1300,0,126,UpVotes,14082,4,4235,0,4880,88
1301,1,126,UpVotes,14082,4,4235,0,5094,88
1302,1,126,UpVotes,14082,7,4235,0,5099,88
1303,3,126,UpVotes,14082,3,4235,0,5113,88
1304,4,126,UpVotes,14082,20,4235,0,5140,88
1305,2,126,UpVotes,14082,0,4235,0,5243,88
1306,14,126,UpVotes,14082,14,4235,0,5311,88
1307,1,126,UpVotes,14082,7,4235,0,5379,88
1308,0,126,UpVotes,14082,1,4235,0,5574,88
1309,1,126,UpVotes,14082,6,4235,0,5575,88
1310,2,126,UpVotes,14082,3,4235,0,5648,88
1311,0,126,UpVotes,14082,5,4235,0,5701,88
1312,8,126,UpVotes,14082,3,4235,0,5812,88
1313,0,126,UpVotes,14082,2,4235,0,6029,88
1314,4,126,UpVotes,14082,7,4235,0,6030,88
1315,5,126,UpVotes,14082,4,4235,0,6100,88
1316,0,126,UpVotes,14082,0,4235,0,6136,88
1317,0,126,UpVotes,14082,0,4235,0,6137,88
1318,2,126,UpVotes,14082,3,4235,0,6161,88
1319,1,126,UpVotes,14082,14,4235,0,6190,88
1320,1,126,UpVotes,14082,1,4235,0,6273,88
1321,4,126,UpVotes,14082,22,4235,3093,6298,88
1322,1,126,UpVotes,14082,3,4235,0,6419,88
1323,0,126,UpVotes,14082,1,4235,0,6451,88
1324,2,126,UpVotes,14082,0,4235,0,6595,88
1325,2,126,UpVotes,14082,0,4235,0,7215,88
1326,1,126,UpVotes,14082,2,4235,0,7222,88
1327,1,126,UpVotes,14082,9,4235,0,7304,88
1328,0,126,UpVotes,14082,4,4235,0,7324,88
1329,1,126,UpVotes,14082,5,4235,0,7349,88
1330,7,126,UpVotes,14082,11,4235,0,7622,88
1331,0,126,UpVotes,14082,2,4235,0,7858,88
1332,0,126,UpVotes,14082,6,4235,0,7904,88
1333,3,126,UpVotes,14082,2,4235,0,7905,88
1334,3,126,UpVotes,14082,2,4235,0,7965,88
1335,0,126,UpVotes,14082,29,4235,0,8077,88
1336,0,126,UpVotes,14082,0,4235,0,8362,88
1337,3,126,UpVotes,14082,10,4235,0,8650,88
1338,0,126,UpVotes,14082,2,4235,0,8831,88
1339,0,126,UpVotes,14082,8,4235,0,8914,88
1340,0,126,UpVotes,14082,2,4235,0,8919,88
1341,0,126,UpVotes,14082,17,4235,0,8978,88
1342,3,126,UpVotes,14082,7,4235,0,9084,88
1343,0,126,UpVotes,14082,2,4235,0,9133,88
1344,0,126,UpVotes,14082,2,4235,0,9163,88
1345,0,126,UpVotes,14082,3,4235,0,9328,88
1346,1,126,UpVotes,14082,2,4235,0,9371,88
1347,1,126,UpVotes,14082,2,4235,0,9373,88
1348,1,126,UpVotes,14082,2,4235,0,9374,88
1349,0,126,UpVotes,14082,1,4235,0,9644,88
1350,0,126,UpVotes,14082,2,4235,0,9777,88
1351,10,126,UpVotes,14082,2,4235,0,9901,88
1352,0,126,UpVotes,14082,1,4235,0,9946,88
1353,0,126,UpVotes,14082,4,4235,0,9956,88
1354,3,126,UpVotes,14082,17,4235,0,10028,88
1355,1,126,UpVotes,14082,2,4235,0,10203,88
1356,0,126,UpVotes,14082,3,4235,0,10446,88
1357,0,126,UpVotes,14082,5,4235,0,10483,88
1358,0,126,UpVotes,14082,2,4235,1356,10501,88
1359,6,126,UpVotes,14082,4,4235,0,10561,88
1360,4,126,UpVotes,14082,2,4235,0,10804,88
1361,4,126,UpVotes,14082,5,4235,0,10834,88
1362,7,126,UpVotes,14082,6,4235,0,11199,88
1363,2,126,UpVotes,14082,11,4235,0,11471,88
1364,2,126,UpVotes,14082,5,4235,0,11606,88
1365,1,126,UpVotes,14082,4,4235,0,11608,88
1366,0,126,UpVotes,14082,1,4235,0,11705,88
1367,0,126,UpVotes,14082,4,4235,0,11711,88
1368,4,126,UpVotes,14082,0,4235,0,11845,88
1369,2,126,UpVotes,14082,6,4235,0,11999,88
1370,1,126,UpVotes,14082,4,4235,0,12038,88
1371,2,126,UpVotes,14082,1,4235,0,12064,88
1372,0,126,UpVotes,14082,4,4235,0,12413,88
1373,1,126,UpVotes,14082,10,4235,649,12763,88
1374,2,126,UpVotes,14082,4,4235,0,12910,88
1375,1,126,UpVotes,14082,8,4235,0,13008,88
1376,0,126,UpVotes,14082,0,4235,0,13029,88
1377,0,126,UpVotes,14082,0,4235,0,13030,88
1378,3,126,UpVotes,14082,2,4235,0,13167,88
1379,1,126,UpVotes,14082,6,4235,0,13190,88
1380,0,126,UpVotes,14082,2,4235,0,13490,88
1381,2,126,UpVotes,14082,2,4235,0,13538,88
1382,0,126,UpVotes,14082,10,4235,0,13539,88
1383,3,126,UpVotes,14082,8,4235,0,13547,88
1384,2,126,UpVotes,14082,12,4235,0,13601,88
1385,0,126,UpVotes,14082,1,4235,0,13639,88
1386,6,126,UpVotes,14082,4,4235,0,13640,88
1387,0,126,UpVotes,14082,0,4235,0,13641,88
1388,0,126,UpVotes,14082,0,4235,0,13642,88
1389,2,126,UpVotes,14082,3,4235,0,13874,88
1390,0,126,UpVotes,14082,1,4235,0,13933,88
1391,0,126,UpVotes,14082,3,4235,0,14042,88
1392,2,126,UpVotes,14082,3,4235,0,14049,88
1393,10,126,UpVotes,14082,2,4235,0,14236,88
1394,0,126,UpVotes,14082,1,4235,0,14575,88
1395,0,126,UpVotes,14082,2,4235,0,14967,88
1396,0,126,UpVotes,14082,3,4235,0,15019,88
1397,6,126,UpVotes,14082,2,4235,0,15215,88
1398,1,126,UpVotes,14082,2,4235,0,15764,88
1399,2,126,UpVotes,14082,5,4235,0,16049,88
1400,2,126,UpVotes,14082,8,4235,0,16114,88
1401,0,126,UpVotes,14082,1,4235,0,16363,88
1402,0,126,UpVotes,14082,2,4235,0,16794,88
